user,star,sumary,country&time,kind item,image,comment
Drew P.,3,Didn't last 6 months,"Reviewed in the United States on October 14, 2022",Size: 10ftColor: BlackVerified Purchase,0,"I use this cable for 1 location, my bed. It was actually 2x too large but that's my fault. So I bring up the location # to try to preface this as my cable wasn't bent that much in 6 months, but yet trying it now at a year old, my pixel 6 pro and pixel 7 pro both hate it, they alert me via vibrations that it's unconnecting and connecting constantly.

Edit: Anker did honor warranty and replaced it, I'll change my rating as I found that good"
Prophet Paladin,3,not 100w,"Reviewed in the United States on April 21, 2023",Size: 10ftColor: SilverVerified Purchase,0,Only charges up to 20W (with a 50W charger)
M Fretz,3,Not charging at 100W anymore.,"Reviewed in the United States on December 7, 2022",Size: 10ftColor: BlackVerified Purchase,0,"When i first got this cable it worked fine, reached everywhere, charged my laptop no problem. But now about 9 months later its not charging my laptop anymore and it's quite disappointing as usually Anker is a reliable brand. Can't return anymore as its passed the return window."
Raq,3,It looks sturdy,"Reviewed in the United States on January 15, 2023",Size: 10ftColor: BlackVerified Purchase,0,We’ll see if it charges fast and works as it should.
user,star,sumary,country&time,kind item,image,comment
LH,2,Failed just after a year of use.,"Reviewed in the United States on March 3, 2024",Size: 10ftColor: SilverVerified Purchase,0,"I've always trusted Anker, so I had no worries about ordering this rather than the Apple brand. Others have lasted as long as the devices connected to them. Not the case with this one. Got it as an alternative to the short cord that came with my MacBook Air. It arrived on Feb 9, 2023 and started failing a few days ago. I didn't know the cause of the ""beeps"" on my Mac until today, March 3, 2024, when it failed completely. I had it plugged in overnight so didn't pay much attention until I noticed the battery indicator change color. Of course, I was on deadline and ended up having to go get a cable at the nearest place, which will not be adequate for long-term use. Very frustrating and disappointing. Will not trust the brand again."
Guinis Lornet,2,Fails,"Reviewed in the United States on February 15, 2024",Size: 10ftColor: RedVerified Purchase,0,"My original MBP 16"" 2019 cable blew out, so I picked this up. It worked for maybe 9 months and then it started dropping charge a few times then charging. Today, a year and a half after purchase, it no longer charged my MBP. Originally it was around $50, now it's at $10-30. Suggest avoiding this cable."
YoYo_PDX,2,Did not last 6 months,"Reviewed in the United States on November 23, 2023",Size: 10ftColor: SilverVerified Purchase,0,"I got this Anker 10 ft cable because I WFH, and I figured I'd have better luck with a more durable product. However, it was not so. I purchased it in May 2022 and by the end of the year the cable started to have connection issues. I wasn't sure if it was the charging block or the cord, but fter a few tries, I realized that it was the cable that was not working. Fast forward to November 2023, I have stopped using it and decided to throw it away.

So overall, I wouldn't recommend the product for its durability."
The Organic Millennial,2,Not Meant For Android Phone,"Reviewed in the United States on December 12, 2023",Size: 10ftColor: BlackVerified Purchase,0,"I love the company, always reliable. So I assumed I couldn't go wrong with this cord.
It's physically compatible with Android, not the correct technology.

It destroyed my S23 Ultra battery. First time I used it, amazing speed 18% - 85% in 15 minutes.
Unfortunately, my battery was never the same! Cut the battery life by 30%.
I never used it again!

I'm sure with a laptop it's a great transfer rate. It's too powerful for a phone."
Em,2,Boo,"Reviewed in the United States on February 8, 2024",Size: 10ftColor: BlackVerified Purchase,0,Stopped working with certain electronics. I have tried it in other plugs and still nothing. I have only had it for 2½ months.
EmbeddedFlyer,2,"Has compatibility issues with multiple laptops, stiff, bulky, Anker FAIL","Reviewed in the United States on November 2, 2022",Size: 10ftColor: RedVerified Purchase,0,"Anker has, in the past, been among the best brands for cables and chargers but they seem to have lost their way. I have various laptops and other devices that charge with USB C and this cable only works with about half of them while Anker's earlier cables work with all of them. What's going on Anker??? You're going backwards.

Even using this cable with 3 different Anker PD chargers, it refuses to charge one of my M1 Mackbooks, two of my Dell laptops, and my 12 inch M1 iPad Pro. Using a 2 year old Anker USB C cable with those same chargers and laptops works perfectly.

And this cable is very thick, rather stiff, and just not very user friendly. It doesn't coil up well for storage and it doesn't like to lay flat when in use. The stiffness also puts extra stress on the USB C port of whatever device it's connected to. And the USB connector itself has rather high insertion force compared to most cables which also will likely stress the USB port on your device.

The issue isn't how much current this cable can carry as, using a USB C power analyzer, it can deliver 60+ watts to devices it's compatible with. It appears the issue is how it's wired/configured as some devices just refuse to charge with it.

Anker needs to do MUCH better. They're charging a premium price for a clearly inferior product."
Anjeleen,2,Don’t waste your money,"Reviewed in the United States on November 27, 2023",Size: 10ftColor: SilverVerified Purchase,0,"I bought this on Jan. 11, 2023 in about 2 months it would only work on one side. Now, November 26, the same year and it stopped working altogether. So I guess if you want the hassle of buying one that works like it should, then you’d need to replace this one every 2 months. Don’t waste your money."
Biz Lemke,2,50/50 chance it will work,"Reviewed in the United States on November 27, 2023",Size: 10ftColor: BlackVerified Purchase,0,For some reason there's a 50/50% chance that the product will not actually be long enough to fit all the way inside to make a solid connection that will stay in your phone. This time around neither cord that I ordered fits in my phone without falling back out. I've checked with other chords and that is not a problem. For some reason with this brand the two that I ordered did not fit
C. Taylor,2,UPDATE: cable is failing,"Reviewed in the United States on August 2, 2023",Size: 10ftColor: SilverVerified Purchase,0,"Apparently Apple thinks everyone has a plug within 5 feet of them at all times.. I'm so happy that Anker (a brand whose products I've come to trust) makes longer cables. The nylon cable is super sturdy and looks great. Love this cable!

UPDATE 11/9/2023: for the last month or so, when I plug my computer in using this cable, it will initially connect, and then intermittently disconnect several times, sometimes once, sometimes 10 times. It happens in 3-5 second intervals. This is especially annoying if my computer is almost dead. My trust of Anker products so steadily declining. Another example: I got a phone charger cable that started to fray on one end after a few months use. I will be hesitant to buy more Anker products if this is where there quality is headed."
DP,2,Died in one year - Anker customer service has gone downhill,"Reviewed in the United States on June 11, 2023",Size: 10ftColor: BlackVerified Purchase,0,"All these kinds of products (chargers, usb c cables, battery packs) are all the same. Only the branding and superficial qualities (cable sheathing, colors) separates one from the other. I still went with Anker because they used to have the best customer service out there and stood behind their products.

After this cable died on me after one year, I went through the warranty process to get a replacement. After jumping through multiple hoops, sending a bunch of pictures, reiterating the same information already provided etc, I destroyed the defective cable per instructions and waited for a replacement. When it came I opened it up to find they sent me an obviously damaged, used cable in a taped up box.

I’ve just about had it with Anker. I paid the upcharge versus their competitors for the knowledge they had the customers back. No longer the case. I’ll save my money next time and just toss the cable when it inevitably dies."
user,star,sumary,country&time,kind item,image,comment
Joshua E Merideth,2,Doesn't last,"Reviewed in the United States on November 13, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Seemed really nice and high quality at first, but after some normal use (I plug my phone in and sit it down, it's not in the car or anything), it has a short in it already. May be a dud, but it was still worth 10 dollars for the time it lasted"
Amazon Customer,2,cable died before 1y,"Reviewed in the United States on January 30, 2024",Size: 10ftColor: SilverVerified Purchase,0,seemed great. cable doesn’t work worth anything more than a rope now
Jordin Jamili,2,Loved but stopped working. :(,"Reviewed in the United States on November 4, 2023",Size: 10ftColor: RedVerified Purchase,0,"I’ve always loved Anker products but unfortunately this one was a miss. Maybe I got a defective cord, but it stopped working a month after I purchased it and my return window closed already. I’ve never had this issue with any other Anker products I own so it’s kind of a bummer!"
Steve M,2,Seems to work up to 30W but fails with my 100W charger,"Reviewed in the United States on October 30, 2023",Size: 10ftColor: BlackVerified Purchase,0,The cable still works after buyin git in may '23 but 5 months later I finally get my hands on a 100W charger and it just doesn't work with it at all. The cable that comes with the charger works just find to deliver 100W so it's not the charger... Sad.
azbidr,2,Doesn't work where other cables will,"Reviewed in the United States on December 6, 2023",Size: 6ft*3PackColor: BlackVerified Purchase,0,"Only charges my computer on one of two identical usb-c ports. My other cable will consistently charge on either port. Tried 2 of the three-pack, both failed back they go."
Melanie R,2,Poor quality,"Reviewed in the United States on October 18, 2023",Size: 10ftColor: BlackVerified Purchase,0,They charging end is already coming undone and we only purchased about 1 month ago. It is so hard to find heavy duty charging cables these days.
Joe C,2,Intermittent Charging,"Reviewed in the United States on July 29, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Half of the dozens of cables I own have been anker, I usually love them, but 2 of these 10ft cables have had intermittent charging issues. One immediately out of the box and the replacement about a month later."
Ray,2,"This is a data transfer and charging cable, and does not support video output.","Reviewed in the United States on April 26, 2023",Size: 10ftColor: SilverVerified Purchase,0,"I bought this to connect a MacBook to an Interactive Smart Board. The original short included cable on the board was marked as type C. This did not work. I missed the small disclaimer at the bottom "" Note: This is a data transfer and charging cable, and does not support video output."" It is a good charging cable but they should not hide important information."
Frank,2,Cable failure after 6 months,"Reviewed in the United States on August 18, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Purchased this on March 15, 2023. I've used it daily to charge my laptop, and now it rapidly disconnects/reconnects. Confirmed it's the cable by testing it on other devices."
Michael C.,2,Failed After 4 Months,"Reviewed in the United States on June 4, 2023",Size: 10ftColor: BlackVerified Purchase,0,"After 4 months, the cable will no longer charge devices. I tried it on two different charging bricks, and it would start to charge and then stop. The length was perfect, and the nylon made it seem sturdy. But it looks like it didn't last."
user,star,sumary,country&time,kind item,image,comment
Peter Tozzi,2,be careful,"Reviewed in the United States on June 11, 2023",Size: 10ftColor: BlackVerified Purchase,0,make sure you unplug it properly often I’ve had it for almost 9 months and it doesn’t work anymore. This is now the second type of cord for lightning cable for my iPhone that I’ve had problems with.
A,2,"It charges, stops charging and recharges.","Reviewed in the United States on April 17, 2023",Size: 10ftColor: RedVerified Purchase,0,"Every time I connect my cell phone, it starts charging and after a while it starts charging again. After another while, it starts charging again. It loads intermittently, something is wrong. Note that the cube I use is ANKER as well."
Katrina Musick,2,not what i was expecting,"Reviewed in the United States on February 14, 2023",Size: 10ftColor: BlackVerified Purchase,0,"since its a 100W cable, i thought it would super fast charge my samsung s22, but it doesn't. also, the brand side of the cable has to face you for it to charge at all, which sucks when you're not paying attention or plugging in when its dark. good length and material though, if you don't care about the other stuff"
Lebouski,2,Downhill,"Reviewed in the United States on December 30, 2022",Size: 10ftColor: BlackVerified Purchase,0,"Always loved Anker products, one of the few remaining companies I felt actually cared about making a quality product for their customers, seems that ship has sailed. Just a generic cable that doesn’t work for half my devices. Won’t charge a MacBook/Chromebook or Security camera but Will charge an iPad/phone everyday stuff. I bought to charge my MacBook so kinda dissatisfied."
Jake,2,Great but short lived,"Reviewed in the United States on March 7, 2023",Size: 10ftColor: BlackVerified Purchase,0,I bought this cable back in January and then today it just decided to not show up to work today. While it was working it was wonderfully quick but only having a 2 month lifespan is really unfortunate.
Allyn B. Sanders,2,Limited usage.,"Reviewed in the United States on June 23, 2023",Size: 10ftColor: BlackVerified Purchase,0,"This cable only supports one monitor. My older, no name, but shorter cable supports two monitors."
James Seedorff,2,"Feels like bait and switch, not 100w capable","Reviewed in the United States on September 11, 2021",Size: 10ftColor: BlackVerified Purchase,0,"PROS: Long USB C to USB C cable.

CONS: Does not allow 100w charging.

I purchased this cable to go with my docking station and power supply for my laptop. it says it is compatible with 20v 5A 100W charging, but when I connect it... all my devices say it is not compatible. Alternative cables work in same configuration. I trusted Anker, and they let me down. Note that this states USB 2.0. My research indicates I need USB3.1 for my devices. One of the images even states it support 100w power transfer, but it does not on my devices. While this cable does work and meet my basic needs, it does not meet the intended job for my purchase."
Green Mario,2,Nope.,"Reviewed in the United States on February 1, 2023",Size: 10ftColor: BlackVerified Purchase,0,Probably the worst-quality thing I've ever bought with an Anker brand stamp on it. These cables didn't last 2 weeks before they started cutting in and out. The only reason I'm giving them a two-star instead of a one-star rating is because it's Anker and maybe I just got a bum cable.
Amazon Customer,2,Smells too bad to use,"Reviewed in the United States on February 2, 2023",Size: 10ftColor: BlackVerified Purchase,0,Cable works fine but smells way too bad to use. Order any cable but this one unless you can stand the really had smell.
Sam Kim,2,Charges only sometimes.,"Reviewed in the United States on September 23, 2022",Size: 10ftColor: SilverVerified Purchase,0,I got this charger a year ago and started having the age-old problem with all cables starting from a few months back. It stopped charging until you'd bend it at the exact right angle.
user,star,sumary,country&time,kind item,image,comment
David R. Heath,2,Did Not work for my portable monitor,"Reviewed in the United States on February 16, 2023",Size: 10ftColor: BlackVerified Purchase,0,Was not able to use this cable with my portable monitor to connect to my PC
Jim R,2,This stopped working intermittently after 3 months,"Reviewed in the United States on March 26, 2022",Size: 10ftColor: SilverVerified Purchase,0,"Did not look damaged at all. The symptom was that my laptop failed to charge, and in fact the battery drained all its power and shut down. I replaced it with https://smile.amazon.com/gp/product/B08J2HXYPH/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1 which has the advantage of a power light."
Jonathan,2,It kinda gets loose in the phone after about a month,"Reviewed in the United States on December 19, 2021",Size: 10ftColor: BlackVerified Purchase,0,It got a loose connection after the first month of use and doesn't like to charge at certain angles. I've only used the cable after my phone has died and it doesn't work the same as when I first bought
Cheryl,2,Thin cord,"Reviewed in the United States on February 24, 2023",Size: 10ftColor: BlackVerified Purchase,0,This is flimsy! Doubt it lasts a week!
Mark,2,Too thick and stiff,"Reviewed in the United States on November 13, 2021",Size: 10ftColor: SilverVerified Purchase,0,"Too thick and stiff
Afraid this will break the connector socket in my X1 Carbon notebok"
Jeffrey A Hicks,2,Just stopped working,"Reviewed in the United States on October 18, 2021",Size: 10ftColor: BlackVerified Purchase,0,Had for ablut 2 months and was not abused or anything. It just stopped working.
Ferne Toccin,2,First 2 days great,"Reviewed in the United States on June 25, 2021",Size: 10ftColor: SilverVerified Purchase,0,After 2 days it took forever to charge and did not hold the charge. Disappointed!
Bubba Joe,2,One of the cables did not work.,"Reviewed in the United States on June 14, 2021",Size: 10ftColor: BlackVerified Purchase,0,Durability
Amazon Customer,2,Broke after 13 months,"Reviewed in the United States on January 24, 2023",Size: 10ftColor: Black,0,"This worked nicely for 13 months. Then the charging connection started getting weak, and now it's torture fiddling with it to the right position to charge. Expected better from such a highly rated product, and a supposedly reputable company.

About the smell I saw some reviewers complain about, I am pretty sensitive to fumes, and don't recall anything too bad."
Blake,2,Broke after 2 months,"Reviewed in the United States on October 19, 2022",Size: 10ftColor: Black,0,"One of two things happens when I plug my cable into my phone: either it doesn't charge, or it says it's charging and the base of the cable gets extremely hot. Either way, not an ideal outcome."
user,star,sumary,country&time,kind item,image,comment
Jacob Birmingham,1,Lasted maybe a month,"Reviewed in the United States on February 22, 2024",Size: 10ftColor: BlackVerified Purchase,0,"I’ve had a lot of luck with other anker products, but not their 10’ c-c cable. Very flimsy. Had about a week out of the box before it became flimsy, then once flimsy it had to be plugged in at a certain angle in order to charge anything for about 2-3 weeks. Doesn’t charge anything now. Hopefully just a 1 off, but doubtful given the cable encountered minimal wear and tear throughout the duration of its life cycle."
Sam,1,Nylon thread comes apart after a few months,"Reviewed in the United States on December 5, 2022",Size: 10ftColor: BlackVerified Purchase,0,"Update 12/2023 lowered to 1 star:
I bought this cable originally one year ago. After 5 months of use the Nylon Brading threads started to come loose right under the plastic ""plug"" and eventually could see the wires. Bought a new cable in August. Now 4 months later this cable is doing the same thing.
It says it withstands over 12,000 bends. That is simply not true. After 8 months of use on the first purchase, and the 5 months after the 2nd purchase, both have had the same problem. Poor manufacturer and can't get a warranty replacement.

--------
Update: after about 10 days the manufacturing smell is finally gone from this Anker New Nylon 10ft USB C cable, so I was able to use it with the Samsung 50W charger next to my bed. Overall the build quality seems good and my Note 10+ recognizes the Fast Charge 2.0. Overall my main issue was the initial toxic smell from the cable when you take it out of the box, and took about 10 days to dissipate.
--------
Original review:
I have used different Anker cables for years, but this New Nylon 10ft cable is the first one that I've used that has a strong toxic smell right of of the box. I couldn't use it to charge the phone next to my bed due to this toxic smell. I put the cable in another room and even outside and days later it still has this bad smell. I guess it's from whatever material is used during manufacturing. But after a week, I decided to return it and get a different Anker cable which is more like a rubber/silicone cover, but has no bad smell to it."
Neofocal,1,Not a 5A/100W cable. Voltage drop and cable resistance are greater than allowed by specification.,"Reviewed in the United States on November 26, 2023",Size: 3ft+6ft+10ftColor: BlackVerified Purchase,0,"Section 4.4.1 of the USB-C Cable and Connector Specification states that the maximum permissible IR voltage drop on Vbus and GND shall not exceed 500 mV and 250 mV, respectively. At 5A drawn on Vbus, this implies that the total cable resistance of Vbus and GND must not exceed 150 milliohms.

The measured cable resistance of Vbus and GND for the 10ft cable is approximately 200 milliohms, which would be fine for a 3A cable, but not 5A.

The measured cable resistance of Vbus and GND for the 6ft cable is approximately 190 milliohms, which would be fine for a 3A cable, but not 5A.

The measured cable resistance of Vbus and GND for the 3.3ft cable is approximately 185 milliohms, which would be fine for a 3A cable, but not 5A.

Very disappointed in Anker, these appear to be 3A cables with e-mark chips installed."
Notned,1,"Was a very good cable, when it worked","Reviewed in the United States on December 16, 2023",Size: 10ftColor: BlackVerified Purchase,0,"I own several Anker products, all of which I have had no issues with. This cable, however, only lasted me about 4 months.

The problem I get with my cable is this intermittent charge. Whenever I use the cable to charge my Pixel 6 it charges for a second or two and stops, repeating this for as long as the cable is plugged in; my phone screen turns off and on due to it being in a state of charging and not charging.

I know it is the cable because when I use other USB C cables with the same charger and phone, they work fine."
BK,1,From 5 stars to 1 star,"Reviewed in the United States on September 12, 2023",Size: 3ft+6ft+10ftColor: BlackVerified Purchase,1,"Originally, didn't use it for much fast charging nor heavy load.
But recently tested it with Samsung S23 Ultra, then the problem just show up right away.
With Anker's own Prime Serie charger or Nano II, both show the same issue.
The issue will stop and reconnect the phone almost every 1% charged or every 1 min or so.
Therefore it won't stay connect.
I have a review updated for the charger. Prime 67W, originally I blamed the charger for it, because I tested with all 3 cables from this, and expect correct result. Man I am wrong.
Once I used another brand 100W cable, issue solved with the charging issue. So this Anker cable seems not supporting the power or such? No idea, we will leave it to Anker to explain to us.
Now this cable is useless because it can't stay charge to my phone."
Stephen L.,1,Terrible quality,"Reviewed in the United States on October 27, 2023",Size: 10ftColor: BlackVerified Purchase,0,"I bought Anker because I read it was supposed to be the best. My wife and I went through four of these (shame on us for being dumb enough to keeping buying them) but each failed after only a few months of use. I've never had a charge cable and cube be this big of a pain in the neck. They either connect disconnect on their own like the connection is loose, or they flat out don't charge. What a waste. I'll never buy another Anker product again."
W. Kitchens,1,Died in 2 months,"Reviewed in the United States on December 23, 2023",Size: 10ftColor: SilverVerified Purchase,0,"Super disappointing to pay a premium for the Anker brand, only to have the cable die in less than 2 months. Not charging my iPhone 15 Pro anymore (other cables work fine). Cable was just on my bedside stand the entire time, so it wasn’t even subject to any rough use. Not buying Anker products again—their quality has clearly declined and it is no longer worth paying their inflated prices."
Ryan,1,Stopped working after less than a year.,"Reviewed in the United States on November 17, 2023",Size: 10ftColor: BlackVerified Purchase,0,"I bought this cable along with two random lesser known brands. I expected the Anker to outlast the other two cables, but it started having issues after about 6 months and completely stopped working after 10 months. The other two are still going strong.

I should also note that this cable was never bent or tightly wound.

Really disappointed that this didn't last longer."
Edwin Davy,1,My cable only passes 5W of power,"Reviewed in the United States on June 21, 2023",Size: 10ftColor: BlackVerified Purchase,0,Bought this cable to charge my Asus Ally via a battery pack. Paired it with the Anker 737 as I wanted 100W of power in order to run the Ally through a dock at max power. I then bought the Anker GaNPrime wall adapter that outputs 120W of power. When I use this cable into the power block to charge it from the wall adapter I only get 5W however when I use the cable that came with the 737 power bank I get 92W. Through this deduction I can confidently say that either A. I got a defective cable or B. This cable is not rated for what is being advertised. Returning and buying a different cable.
Tom,1,Inconsistent charging of macbook pro 16in 100w,"Reviewed in the United States on September 15, 2023",Size: 10ftColor: BlackVerified Purchase,0,This wire started having issues with consistently delivering a charge to my 16in macbook pro 100w after about a year. It will charge for like 5 seconds and then stop charging and then charge again and then stop charging. I'd have to play with the cable for like 2-3 minutes every time I plug it in before it will maintain a consistent charge. First Anker product that has been such a disappointment.
user,star,sumary,country&time,kind item,image,comment
Paul Burkholder,1,No video transfer,"Reviewed in the United States on January 12, 2024",Size: 10ftColor: SilverVerified Purchase,0,"I bought this item to power and send data to an external monitor I needed a distance away from my computer. When plugged in, it did not send data to external monitor. Worked fine with charging devices, just not to power my screen"
Alejandro Ortega,1,Terrible,"Reviewed in the United States on January 15, 2024",Size: 10ftColor: BlackVerified Purchase,0,After a couple weeks it just stop working. I can't use it to charge anything. No matter how many times I try to charge my phone or anything that requires type c charger it doesn't work. It's just simply bad product.
Josh H.,1,Won't charge my phone.,"Reviewed in the United States on March 4, 2024",Size: 10ftColor: SilverVerified Purchase,0,"Causes issues with pixel6a, no other cable does. charging keeps turning on and off, i imagine must be some gap in the implementation of the PD spec."
Karen,1,Terrible musty odor!,"Reviewed in the United States on October 12, 2022",Size: 10ftColor: BlackVerified Purchase,0,"I have several of this cable and they have performed great! With the discounted price on Prime preview days I ordered another. I have many Anker products and never an issue to date. This one smells of a strong terrible musty odor. I will wait 24 hours to see if the odor dissipates and if not this will be going back! It appears to me that Anker may have changed the exterior of this cable at some point which may contribute to the odor. Whatever the case it’s intolerable at this moment.

Update: the odor hasn’t dissipated at all - in fact the area of the house I placed it to air out now also smells terrible when I opened the door! It’s getting returned. I would caution anyone that is sensitive/allergic to avoid this product! Clearly cutting corners on quality which raises red flags for their other products going forward."
AA,1,Does NOT work with Raspberry Pi or other PD devices,"Reviewed in the United States on November 26, 2023",Size: 6ft*5PackColor: BlackVerified Purchase,0,I am so disappointed and past the 30 days return policy on this one. The cable is OK for phone charging but will not work with systems requiring power delivery....like Raspberry Pi 4. Have tested with different power supply and cables and this is definitely a case a of you get what you pay for.
Amazon Customer,1,I thought it was a good purchase until I saw my order history...,"Reviewed in the United States on September 7, 2023",Size: 10ftColor: SilverVerified Purchase,0,"It's 2023 Sept, it has been having trouble charging for a while now and today it finally stopped working. I looked up my order history about to purchase Anker's again, and realized I placed orders around August for this thing 2 years straight! This means this charger breaks every year exactly around August/September forcing me to buy a new one. Not happy about that."
Jorge,1,Cable stopped working after 2 months,"Reviewed in the United States on November 23, 2023",Size: 10ftColor: BlackVerified Purchase,0,This cable looks good and worked good until it didn't. Worked well for two months with light use. Always used with a laptop so no stress to the cable. then just stopped working. Was used with an Anker power supply that was compatible with this cable. I'll avoid Anker I'm the future
amgoldst,1,"Product failed Right After 90 day Warranty, Anker Wouldn';t Replace","Reviewed in the United States on August 7, 2023",Size: 10ftColor: SilverVerified Purchase,0,"I have used Anker products for years - not anymore. This charging cable failed after a couple months of standard, daily use, so I contacted Anker support and asked for a replacement. They said no, claiming that the warranty was only 90 days (I guess I waited a couple weeks too long to contact them about the issue). I will never buy Anker products again."
Kyle Marko,1,Hard to actually use lifetime warranty I specifically bought this for.,"Reviewed in the United States on April 27, 2023",Size: 10ftColor: BlackVerified Purchase,0,"I remember specifically buying this cable for its lifetime warranty Anker claims to provide for all these cables, however they require proof of purchase on their website, which I cannot easily find in my amazon orders since I ordered this roughly a year ago. It is showing up in my reviews for whatever reason though.

Also yes, it unfortunately will begin to break like any other cable seems to these days, but to their credit, this one did last me longer than any od my previous ones."
Esther Wardle,1,NOT FAST CHARGING CABLE!,"Reviewed in the United States on November 9, 2022",Size: 10ftColor: BlackVerified Purchase,0,I usually love Anker products but I was very disappointed in this cable. I bought it to replace my UNI cable that I'd been using for years had started bending. I bought this because of the so called fast charge. I put it in a fast charge pd outlet and this cable did not fast charge anything I put it to. I even changed pd ports and tried another pd outlet and still way slow like a normal cable. NOT A PD FAST CHARGE CABLE. I contacted Anker and they wanted all kinds of information for a replacement. I ended up getting a refund and bought from a seller who carried the UNI brand cable which is super fast and a great long lasting cable!
user,star,sumary,country&time,kind item,image,comment
cyee,1,"Is not working properly, it is making my phone overheat.","Reviewed in the United States on May 27, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Poor Quality cable, I think the cable inside the braided nylon is broken. If I hold the cable, my phone will start charging and if I let go it will stop. The cable is making my phone overheat because it keeps charging on and off. The Anker Cable is still looks brand new after 1 year. Lifetime warranty is trash! I have 2 anker cable with the same issue, one is the anker braided micro usb cable and this usb c 100wt cable."
Sarah,1,Lasted 2 weeks,"Reviewed in the United States on March 10, 2024",Size: 10ftColor: BlackVerified Purchase,0,Totally stopped working after 2 weeks. Not really worth the effort to return it.
brek,1,Didn't last a year,"Reviewed in the United States on January 6, 2024",Size: 10ftColor: RedVerified Purchase,0,"Cable no longer reliably charges. Checked my order history and was surprised to see the ""name brand"" cable has the issue while my generic cables are still going strong"
Tech Guru,1,Stopped Working in a weem,"Reviewed in the United States on December 12, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Cable worked great for about 1 week then shorted out and stopped charging my S21 Ultra, so in the trash it goes. These are hit or miss and I wouldn't recommend these cables. Look somewhere else."
josh,1,Failure,"Reviewed in the United States on February 20, 2024",Size: 10ftColor: BlackVerified Purchase,0,Quit working 90% of the time before 30 days. Didn't even start using it until week 2.
fazcc73,1,Anker is not what it used to be - cable is low quality,"Reviewed in the United States on June 20, 2023",Size: 10ftColor: SilverVerified Purchase,0,"As other reviews have expressed, cable sometimes goes in charge for 3 seconds, stop charging for another 3, then back to charging, etc. If you try fiddling with it, it eventually stabilizes. I bought this because in the past Anker was good quality, but I guess it is no more. Cable looks sturdy, yet it is already have internal failure, after only 6 months or so."
Treyvion LeDay,1,This cable was great for about a week and then after that it never maintained a connection.,"Reviewed in the United States on February 3, 2024",Size: 10ftColor: BlackVerified Purchase,0,This cable was great for about a week and then after that it never maintained a connection.
Asher,1,Poor quality/defective,"Reviewed in the United States on November 14, 2023",Size: 3ft+6ft+10ftColor: BlackVerified Purchase,0,I bought these ANKER brand type C to type C in a 3pk with 3 different lengths. After just 2 months of normal use only the 1 3ft cord is still working. The other 2 just randomly stopped charging/functioning.
sarah,1,broke for no reason after ~15 minutes,"Reviewed in the United States on May 3, 2022",Size: 10ftColor: SilverVerified Purchase,0,"This product completely stopped charging about 15 minutes into using it for the first time. I'm not sure if this was just a defective cord, or if they are all so short-lived, but it just completely stopped working. And nothing at all had even changed to trigger it??? My laptop & I were sitting still, minding our own business when the charging connection stopped. And y'all, not even my desperate attempts at twisting it into other angles made the connection start work again. Please, please save your money for something that will (a) charge your laptop, (b) bring you joy, or (c) all of the above."
Jamie,1,Charge disconnects constantly,"Reviewed in the United States on September 11, 2023",Size: 10ftColor: SilverVerified Purchase,0,This cord worked fine for a couple months but it no longer continuously charges. It struggles to get my laptop beyond a 5% charge. I regret this purchase and wish I had just gone for a true Apple brand charger. At least then there would be some guarantee or warranty.
user,star,sumary,country&time,kind item,image,comment
Mr. H,1,Hit or miss,"Reviewed in the United States on February 16, 2024",Size: 10ftColor: BlackVerified Purchase,0,"I bought two wires, one of them isn’t working correctly the other works fine."
anna,1,Stopped working after a few days completely unprompted,"Reviewed in the United States on January 17, 2024",Size: 10ftColor: BlackVerified Purchase,0,"Utterly useless. They worked for about a day each, then our phones started saying ""Connected USB device is not supported"""
Carlos,1,Dont get it,"Reviewed in the United States on January 1, 2024",Size: 10ftColor: BlackVerified Purchase,0,1 week later and is not charging properly the cable is connected to the phone and power is going down instead of up
Andre,1,Cable constantly connects and disconnects.,"Reviewed in the United States on June 21, 2023",Size: 10ftColor: SilverVerified Purchase,0,"I'm one of the many negative reviewers that has issues with this cable. For months this cable has been driving me insane. It constantly connects and disconnects when charging my MacBook. It's seemingly random too. Sometimes I go days without an issue, but other times my laptop will lose power every five seconds."
Abhishek Bhatnagar,1,Didn't last a year,"Reviewed in the United States on October 16, 2023",Size: 10ftColor: BlackVerified Purchase,0,Cable worked great for 8 months and now it doesn't work. Issue now is that the cable constantly disconnects from the phone and doesn't happen with any other cable so I know it's not my charging port.
SpendaMatic,1,Kinky cable,"Reviewed in the United States on March 31, 2023",Size: 10ftColor: BlackVerified Purchase,0,This cable always gets little kinks or loops in it. I leave it on the floor when not in use and when you pick it up to use it and pull it out to it’s full length you get several little loops. You have to un-loop them carefully or else the cable gets a serious bend in it. It’s like a cheap vacuum cleaner cord.
Hà My,1,Does not charge,"Reviewed in the United States on April 13, 2023",Size: 10ftColor: BlackVerified Purchase,0,"This charger is not too good, it has the charge notifications but it definitely did not charge. My battery was at 10% then 2 hours later I checked the battery was still at 10. So I decided to use my computer to see if the battery would go up but nope it went down rapidly. Keep in mind. My outlet was all working and plugged in."
