user,star,sumary,country&time,kind item,image,comment
AmazonRy,3,Really poor cable design.,"Reviewed in the United States on May 7, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"Returned as a result of poor cable design. Sounds, more specifically background sounds were fuzzy, broken and sharp. This became noticeable in about two weeks of heavy usage.

Pros; Looks nice, multidevice compatible, noise cancellation.

Cons: poor cable design, not totally sold on the headstrap for adjustments. I assume that will stretch out rather quickly."
Grady Adams,3,Sub-par Headset,"Reviewed in the United States on May 25, 2023",Color: BlackStyle: Arctis 5Verified Purchase,0,"I've recently built a PC this spring and went with this headset per recommendation of a friend. I've never been impressed, the fit is weird, and the sound quality wasn't terrible but also wasn't loud enough at all. The volume knob is a little useful, but not as much as I'd liked."
Paula,3,Good if you're okay with a 2-year lifeline,"Reviewed in the United States on November 12, 2022",Color: BlackStyle: Arctis 5Verified Purchase,1,"I don't have any particular qualms with the quality of the noise. I use these for things like gaming, listening to videos, or getting on video calls and Discord (many people complimented how good my microphone sounded). However, about a year in, the little wheel on the headset to adjust the volume began to act a little weird; sometimes I would only be able to hear through one ear, and would have to fiddle with it to fix it. Almost two years in, one of the ear muffs completely fell off (the material holding it to the base began ripping), and the other one is already well on its way. Were they good? Yes. I would have just preferred the earmuffs not falling off."
Copes,3,tldr; Good headset but can definitely find something better for cheaper imo,"Reviewed in the United States on February 8, 2019",Color: WhiteStyle: Arctis 5Verified Purchase,0,"So the headset I had before was the corsair yellow jacket for 80 bucks. It lasted two years and I loved it, the only thing I didn't like was that because it was wireless the battery life died a little fast as it got older (but it lasted me two years before the mic broke). But this review is about this steel series one. I was REALLY excited about it, and I had high expectations for it. It's not uncomfortable, but not anything special. it LOOKS really nice, but the mic is awful. I put the noise cancellation on high and there was still so much noise from my keyboard to being able to hear me breath. its really annoying because when its not in the right spot it wont pick up my voice. the mic is just really annoying and I never had any of these issues on my corsair headset. Also theres this knob on the wire that connects it to your computer that allows you to change the ratio of game-to-chat volume which i thought was really cool at first UNTIL i found out that its super sensitive and will randomly mute your chat/game if you move or something. Idk, its not BAD, it's decent, just for 100 bucks i feel like you're paying more for the looks than the quality of sound/mic, and I'm personally going to return it and just purchase a new version of my old headset, save me 20 bucks and go back to something i know will at least last me for a couple years."
mckeeca,3,Just okay,"Reviewed in the United States on January 24, 2023",Color: BlackStyle: Arctis 5Verified Purchase,0,Son doesn't like the sound as well as his old ones (more tinny/sharp sounding) and has trouble with one side sounding louder than the other. He has spent a lot of time trying to make adjustments in the software to no avail. He finds this super irritating and is using his old falling-apart headphones instead of these new ones I bought him for Christmas. Disappointed. On the positive side he says they are comfortable.
Ali,3,sound delay... yikes.,"Reviewed in the United States on February 27, 2022",Color: BlackStyle: Arctis 5Verified Purchase,0,"the headphones are super lightweight (which is what I was looking for), the RGB is gorgeous, and I love the idea of having a game/chat dial. however, as an avid osu! player, I couldn't help but notice the sound delay on these headphones when compared to my previous headset. I don't think I'd even have noticed if it weren't for playing rhythm games, but I googled it & some other osu/rhythm game players have noticed this sound delay as well.

I wish I had this heads up before buying them, but the price isn't too bad (around $40 when I bought them?) so I'm not that mad. anyway, I hope this warns any future rhythm game players.

extra info:
- I tried turning off surround sound, but that did little to help the situation. plus, the hitsounds still end up sounding delayed. really sad about this because they're really pretty headphones :("
Nikelz,3,Comfortable but thoughtless design and awful sound quality,"Reviewed in the United States on January 9, 2021",Color: WhiteStyle: Arctis 5Verified Purchase,0,It's a shame because I thought the Arctis 5 was very comfortable. I have jaw issues and am sensitive on the top of my head so finding a non hugging and heavy resting headset has been rough. This headset is lightweight and the band allows for no plastic touching my head. I would have kept this is the audio wasn't complete garbage. Both the sound and the mic are just inferior compared to other headsets. I was going to replace a pair of Astro A40s which were nowhere near perefct.. I have had to replace cables a half dozen times and the padding snapped right off the top.. but the audio and voice quality is just so much better than the Arctis that I can't do it.. I'm not even an audiophile. The Arctis just sounds so tinny with no depth and everyone said that I sound awful on voice chat. Not to mention that you have to have the mic literally like in your mouth because the noise cancellation is ridiculous and there's a bright obnoxious red light that shines in your eyes when you have it muted.. literally seeing red with this heartbreaking headset!
SN,3,Cable Damages With Normal Use...,"Reviewed in the United States on December 31, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,"Having previously bought a SteelSeries gaming headset a few years back that I loved, I decided to give this headset a try to replace the prior unit (which experienced heavy use, but kept on trucking without an issue). After less than a year of light to normal use, I've got to say I'm a bit disappointed.

The actual headset is solid, and the LED color options are quite fun. However, the key weakness of the unit is its cabling. There are two parts, a cable with a USB connection and one with a 3.5mm connection, and they join together with an adapter piece that has a knob that can control source audio (either game audio or speech audio).

In a case of ""great in theory, bad in practice"", the connectors don't always join together properly, and it can lead to crackly audio at times. Worse, the actual wire within the cabling seems to be damaged, when I move it around a bit, the audio will also crackle. Sometimes, my outbound audio will even drop out entirely, while I can still hear audio coming into the headphones.

Overall, good product in theory, but poor execution. Reaching out to SteelSeries now to see what they can do about it, here's hoping!"
Marklar,3,Mic cut out 4 times the first night,"Reviewed in the United States on September 6, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,"The mic seemed good at first it was louder than another brand I returned but it cut out a few times during the night. The audio quality is no where near what I expected after having 2 other 7.1 headsets I had to return for software/mic issues and hearing DTS was similar to 7.1, maybe I just don't like DTS sound but it also only seemed to have 360 degree sound some of the time and the audio. The inline knob is not an adjustment for the volume it's a chat mix dial which doesn't make any sense. It means that the headset shows up in windows as two different headsets so you can make one the voip output and the other the game output and adjust the two.... sound like a good idea, but only if you have never tested it for more that a few minutes. Over the course of the night I had to RE-adjust the audio 20 times or more because it kept getting moved or touched slightly causing it to kill the game or chat volume or ruin the mix, It is a terrible idea and clearly didn't get tested which makes sense why no one else has this feature"
BH,3,Package came opened when I brought it brand new,"Reviewed in the United States on April 15, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,"The package looked to be brand new, but when I went to open it, the seal closing the box seemed to be cut open with a knife or scissors.

When pulling out the contents of the box it felt a little difficult to pull out, as if the box was stuffed back in incorrectly, but all the wires and the headset seemed like they were set in place as they should have been. The plastic covering the headset to prevent scratches was still on the headset, but they weren't stuck on all the way. The wires were also in a their bag part way. Not sure if these are concerns for quality control, or if someone had opened the box and tried their best to put the contents back in as they had seen before.

Aside from the box being unsealed, the headset seems to work just fine. Audio quality is decent, comfort is really nice compared to my last headset (Logitech G430), and mic quality seems to be good, if not better. I like the headset quite a bit, especially because they're such an upgrade compared to my last headset, but I'm concerned it might be used or tampered with."
Mauricio G. Orozco,3,Not better than my LOGITECH G633,"Reviewed in the United States on November 18, 2018",Color: WhiteStyle: Arctis 5Verified Purchase,0,"Perhaps I received a bad copy, I do not know that, but I wanted to replace my LOGITECH G633 which by the way, never let me down and it is a great headset, but after reviewing about the Steelseries Arctis 5 / 7, I decided to open my wallet and go for.
For my surprise, the sound is not that good. I have to turn it all the way up in the first place to have a lot of sound, while my LOGITECH gives me the same volume setup on 55 out of 100. The sound from the Steelseries Arctis 5 in the foreground faded as the sound in the background stays loud. I tried different setups via software and still it was the same.
The sound of my guns in my Fallout 4 game, using the LOGITECH are as real and they get, with a lot of echo and bass when have to, but on this Steelseries Arctis 5, the sound of my weapons is minimized and dully, not punchy as they should and not clear and better than the sound that I get from my LOGITECH.
Also, there are too many cables to deal with. Definitely not the item I though it will be."
OpinionatedDoofus,3,Comfortable but Functionally Clunky,"Reviewed in the United States on April 27, 2019",Color: WhiteStyle: Arctis 5Verified Purchase,0,"Based on the performance of this headset at it's price range, I think I'd give it a good 4.5 or even 5 out of 5 stars. The sound is clean, a bit on the quiet side and the microphone picks up quite well. My main issue with the headset is that the chord comes in two pieces, with a ChatMix knob in the middle. For those of us with gaming chairs on wheels, this is basically a death trap for disconnecting your voice chat in the middle of a game.

There's hardly any resistance on the ChatMix dial so I've had multiple games now where slight movements which cause something to bump into the dial will turn off my team's voice via the ChatMix knob and when I reach down to fix it, the connecting piece will sometimes disconnect because the connection isn't very secure.

Since there are a lot of issues with using this for gaming, I'll be bringing these to work to use as an office headset that can toggle easily between teleconferencing and music. It's a bit expensive for that function but they look good and sound nice."
Dion,3,Not bad,"Reviewed in the United States on August 9, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"Purchased this product used. Headset was shipped in it’s original box, minus any instructions. Decent shape and fits comfortable. Set up was a nightmare even after installing the steel series engine, I could only hear, but teammates couldn’t hear me talk. Came to find out the the included 3.5mm headphone accessory was damaged internally. Unplugged it and just used the cable directly from the transmitter and the headset has worked fine since. The RGB lighting is ok for the ear pieces but the lights for the mute button and microphone don’t work. For gaming it’s not bad, I find that at times the sound gets overwhelming in games like call of duty where it drowns out local or close sounds for louder distant ones like explosions over the more important footsteps."
Jamie,3,"Great sound quality, poor for communication.","Reviewed in the United States on March 28, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,"First off, I loved the sound quality of this headset for music, videos, and gaming. I have nothing but good things to say about that.

However, the effort in trying to get the mic to ""properly"" pick up your voice is just insane. I am the ""raid mother"" for my group of pals where I do mechanic call outs and such and I received so many complaints because people just could not hear me with the mic on this headset. No amount of tweaking settings in Windows, Discord, or the headset app could help. The guide they have to face the mic a certain way looks simple enough, but it just doesn't help. At first, I thought it was because I'm a generally soft speaker however, I learned that another friend has this headset except he has the Arctis 7 which uses the same mic and I can almost NEVER hear him. He still loves the headset enough to keep it, although our group of friends can't hear him. I ended up returning these and downgrading to an Astro A10. Miss the sound quality but comms are more important to me."
Adan,3,Doesn’t sound too clear,"Reviewed in the United States on April 17, 2023",Color: BlackStyle: Arctis 5Verified Purchase,1,Doesn’t sound clear kinda as if it was full of water but looks cool
Kaela,3,The headset for people who will take care,"Reviewed in the United States on October 24, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,If you are someone who will take really good care of your headset this is the headset for you. It's a good headset don't get me wrong. Using it was just a struggle with how many times the cord will cut in and out. The cord is very sensitive and I connect it to a microphone (Blue Yeti Microphone) I've used other headsets with stronger cords and they have no problem. I just feel like the cord to connect the headset to the computer is weak and could be stronger. Otherwise it's a good headset just beware of the cording.
ben,3,USB cable cuts out at low volume.,"Reviewed in the United States on January 20, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"USB cable cuts out at low volume, you have to utilize the headphone jack to hear at low volume and you can't use all the features. Would not recommend."
Joe Johnson,3,Decent audio. Mic non-functional.,"Reviewed in the United States on October 2, 2022",Color: BlackStyle: Arctis 5Verified Purchase,0,Comfortable to wear and has alright audio. The “ambience” so to speak of the area around you in game feels bass boosted for some reason. And I’ve tried and tried to get the mic to work but it will not. Downloaded the steel series engine. Gave the mic permission. Changed sound levels in various settings; still no mic.
Jared,3,Great at first but then issues came,"Reviewed in the United States on July 20, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,They sound great but they only worked perfect for about the first month then there was an issue with my default device settings where I had to change the outpute from the arctis 5 game setting to the chat setting because it messed with all video streaming services from youtube to netflix. The vids wouldn't play and there was absolutely no audio. As soon as I unplugged the headset it was fixed and when I looked into it others have had the same issue. They sound great and are very comfortable but the audio setting issues it gives me are really annoying.
Tim Trischuk,3,Nice headphones but software has issues,"Reviewed in the United States on December 22, 2018",Color: BlackStyle: Arctis 5Verified Purchase,0,"The hardware is well designed for gaming but there are continually issues with the steel series software. After finally resolving my problems, the next windows update broke it again. A subsequent update front Arctis did fix the issue but I don't think a headset should be so complicated in terms of the drivers. It loses two stars for buggy software because the headset stops functioning. Uninstalling the software actually fixes some issues, so there ought to be better fallback modes! The microphone should not just stop working!
So while overall these are good headphones and good hardware, the software, although slick and apparently polished, is just too fragile and messes up often. If I get better operation without the drivers at any point, there's a serious lack of quality control here. Slick is good but basic function has to take first priority"
Carlos DelCastillo,3,Awful default sound settings,"Reviewed in the United States on February 12, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,"I bought these headphones as an upgrade from my previous 50 dollar pair. Out of the box the headphones are extremely poor sound quality. The surround sound makes it sound like youre playing inside an empty hallway. After you turn off 7.1 dolby it still sounds bad and I had to download a third-party EQ software to adjust it. Luckily, some people on reddit had the same problem with these and after changing the settings around in the EQ software they sound great. They are nice headphones, they are very comfortable. My friends say my mic sounds a lot better and the lighting is very nice. I wish for the price they would require less set up.

PROS:
Very comfortable, can easily wear for long sessions.
Mic is very good for a gaming headset.

CONS:
Out-of-the-box sound quality is HORRIBLE, requires tinkering
very long cable"
Kaylee,3,Don't like that chat,"Reviewed in the United States on July 14, 2022",Color: BlackStyle: Arctis 5Verified Purchase,0,While the headphones are comfy and the quality of sound and mic are great I can't rate it 5 stars because of the chat nob. It comes unplugged super easy or causes the mic to not work with discord and twitch.
Wassn,3,Bad quality headset,"Reviewed in the United States on April 12, 2022",Color: WhiteStyle: Arctis 5Verified Purchase,0,The built quality of this headset feels cheap. Didn't last even a year yet and it's already making static noises here and there. Also the hearing direction from the back space gave out on me already. Look somewhere else if you're shopping for a better high quality headset with longer lifespan.
Derek,3,"Worked well for 2 years, now is having issues","Reviewed in the United States on September 10, 2020",Color: WhiteStyle: Arctis 5Verified Purchase,0,"Pros : Good sound , Loud, Lasted 2 years without any problems
Cons : only lasted 2 years without any problems.

Problem now is with the inbuilt ""GAME"" channel. Which has been my default channel on my PC for two years and I've had a Digital Audio input ""listened"" too on the game channel this whole time. As of 3 days ago. the game channel doesn't work for any app until i twist the physical chat/game balance dial and the software channels can interact with it anymore. I've switched my Digital in over to the chat channel but not i cant balance discord with my ps4 anymore. :/"
L3NU2,3,"Its ""Meh""","Reviewed in the United States on December 1, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,"It sounds fine. I have a small head, so the bottoms of the earcups don't actually touch my head not allowing for a complete seal. The stock ear cups are terrible. You'll start to feel itchy after a few hours of playing. So I upgraded to BRAINWAVEZ earcups. The headset is also very loose on the head, which has it's pros and cons. When I look down it starts to slide. Overall, its an okay headset, but I would really recommend spending the extra 20 dollars on the Steelseries Arctis 7."
Kaveh A,3,"Decent Sound, Terrible Fit","Reviewed in the United States on January 29, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"I'm not sure what demographic these headphones are tailored for, but for an adult head, these puppies will hurt your ears. As of this writing, both my ears' outer areas feel like I've been sleeping on cinder block pillows for the last week. The padding around the hard plastic ear pieces just isn't enough, leaving your ears in pain from having the headphones pushed against your head.

Love the subtle LED lights and appreciate the sound quality, but I can't handle the ergonomics."
Oliver Lurix,3,Not worth the price. Noise cancellation didn't even work. I returned it.,"Reviewed in the United States on March 13, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,"The noise cancellation practically didn't work, the media nob didn't do anything besides turn all of the volume up or down. It is comfortable though. The rgb is nice and it is cool that you can customize it on pc. I currently use a broken PS4 Gold Wireless headset (I raged and threw it to the grown, smashing it into a few pieces, but I put it back together). It looks ugly, the audio buffers and gives out a white noise, but it is still better than the Steel Series Arctis 5. I would personally price it at like $60-$80."
h,3,Small,"Reviewed in the United States on June 25, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"Very small headset with the only adjustable part being the band your head rests on.its tighter towards the top allowing for a slight but very noticeable area for sound to escape. Also, they are pretty tight on my head too, I would have absolutely preferred actual adjustable parts on this headset. Honestly I would recommend a different pair."
Leo,3,All Cons in Short,"Reviewed in the United States on April 4, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,"Im a bit disappointed tbh. The headphones dont fit properly on your head. The band isnt a really effective way to keep the headphones on you head without moving. Sound quality is good, no cons regarding that. It comes with a small attachment to convert the wire to AUX, so you can connect it to your phone. The attachment breaks from the wire with very little pulling pressure and the wire is super long for a phone (why not shorten it and make the computer usb wire the only long one?"
I. Atkinson,3,"Comfortable, sound quality","Reviewed in the United States on December 28, 2018",Color: BlackStyle: Arctis 5Verified Purchase,0,"Final review, the chat mixer micro port broke to the point where the cable going in to it would not stay in securely. Not a great system. They do carry replacement part but I guess I know why cause they don't stand up to daily use.

Day 1 - so far these are the best PC gaming/multi-purpose headphones I have owned in this price range. They are very comfortable, sound quality is good and having the retractable mic is awesome for using these aside from gaming."
michael,3,Weird Bug,"Reviewed in the United States on May 2, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"So it's a really nice headset. I've used it for about two months now and I really like it however, theres this bug where after some time of having it on the audio comes more out of the left ear so I have to disconnect and re connect it."
Secret agent,3,doesn’t work on xbox,"Reviewed in the United States on July 5, 2022",Color: BlackStyle: Arctis 5Verified Purchase,0,so many wires and cords annoying but sound is good and comfy to wear
Silver,3,No rgb,"Reviewed in the United States on March 1, 2022",Color: WhiteStyle: Arctis 5Verified Purchase,0,Everything is good but noise cancellation is decent. NO RGB but I think they gave me the wrong one
A G,3,Audio,"Reviewed in the United States on October 17, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,Honestly it’s a pretty good headset the only issue I hade was the audio was complete trash when I first got it but after messing with the settings for about 20 minutes in the software I finally got the audio quality that I wanted over all a pretty good headset with a great mic but the audio was really annoying that’s why I’m not giving it a 5 star
blayne,3,It’s alright,"Reviewed in the United States on June 6, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"Good quality terms of audio, I just feel like it’s too snug on my head. I have a bigger head and when it clamps down in like a horseshoe shape it can hurt my ears after some useage and sometimes cause headaches."
Claudia Vasquez,3,They stoped working in less than two months,"Reviewed in the United States on August 28, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"I bought this headphones for my son to play on his PS5, my raved about how awesome they were, is less than two months they just completely stopped working….. so in the garbage they went"
Manuel R.,3,Decent but not the best,"Reviewed in the United States on June 20, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"Coming from hyperx cloud alpha the truth is the drop in sound quality, but that if they are more comfortable, beautiful and their mic is superior even though you have to have it pretty close to your mouth"
0_Specs,3,Staticy,"Reviewed in the United States on June 10, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,The steel series 5 headset is good but there's this crackling and popping static that comes and goes. Don't know if this is normal for other buyers. I feel this may be a return or RMA soon if it continues to get worse or if it loses sound all together.
Joshua Brown,3,Good headset,"Reviewed in the United States on October 7, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"After having to replace the first headset, the 2nd headset works great. Might want to work on quality control."
MLS,3,Does not support game/chat audio mix for PS4,"Reviewed in the United States on February 28, 2019",Color: WhiteStyle: Arctis 5Verified Purchase,0,"This headset does not support game/chat audio mix for the PS4. When you turn up volume to hear game other members of your party will sound like they are screaming in your ear. It's very hard to find a headset that has this feature.

Good headset if you are playing solo and not in a party."
wonton_shooop,3,Game/Chat Audio Dial Only Usable on PC,"Reviewed in the United States on March 15, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,Just like the title states. The game/chat audio dial CANNOT be used on CONSOLE. ONLY PC. Keep that in mind if you’re looking to use these on PS4 or Xbox One.
scott bookout,3,Not great.,"Reviewed in the United States on April 23, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"They are not too bad..... they don’t go loud enough, and this flimsy ass Velcro adjustment for the size is a joke but the lights work😑😑😑"
binyan,3,Uncomfortable to wear for more than an hour or so,"Reviewed in the United States on November 5, 2018",Color: BlackStyle: Arctis 5Verified Purchase,0,"I have a pretty wide head and most over-the-ear headphones are not comfortable to wear for long stretches. My head starts hurting after wearing these for an hour or so. These look really nice and work well, but if you are wide-headed, I suggest you go with something else."
Mosh,3,DONT BUY IF...,"Reviewed in the United States on February 13, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,"...if you have an xbox one. If you have glasses. Not all the features work with xbox one, and the headphones were terribly uncomfortable with glasses on. I preferred the sound and feel of my Turtle Beach Ear Force XO's to this headset."
Md Faruk,3,Make it better,"Reviewed in the United States on March 10, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,It’s a good headset but not worth 100 at least make it wireless than it would probably be the best looking and sounding headset.
keith,3,They're ok,"Reviewed in the United States on June 6, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,Good headphones but after a few uses the top is starting to crack.
W. Denny,3,USB kept popping out,"Reviewed in the United States on April 21, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,Was really excited about this but the cord attaches at the base of headphone and will just pop out while playing so it was returned and cheaper permanently attached one from Logitech replaced it.
Adrian Lazcano,3,Comfort Level,"Reviewed in the United States on October 14, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,The clamping force is too much. I could only game with these for 30 minutes. I would recommend you get a Razer Blackshark headset because they're softer and have a less clamp force
MaryAnn Cavazos,3,Make sure you wanted a wire. Sound a!d comfort 5 stars!,"Reviewed in the United States on September 27, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,Loved them. But I needed bluetooth
A. Leapley,3,great headset just a few issues,"Reviewed in the United States on April 25, 2019",Color: WhiteStyle: Arctis 5Verified Purchase,0,the max volume on these is very low. very hard to hear game play in party chat. also if you plan to stream and like the lights on the side you cant use these with other chat cables.
Nelson T.,3,"Decent microphone, poor headphones","Reviewed in the United States on October 12, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,"I was honestly hoping for better quality sound. If all you do is gaming, it's a suitable headset. If you want to appreciate your music as well, look elsewhere."
Andrew,3,Poor quality mic,"Reviewed in the United States on April 26, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,The mic for game chat is poor. The mic has to be almost in your mouth for people to hear you in the game. This is being used on xbox1.
ACrow,3,Small glitch,"Reviewed in the United States on December 27, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,Love the sound but sadly these have a problem with Xbox party chat that will annoy the crap out of your friends. Without party chat these things are amazing.
tedescokid,3,"Sound is great, not great for large heads.","Reviewed in the United States on November 26, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,"How do I return these? Amazon says I can't and after trying them for a few weeks, I realize they don't fit me well."
Robert,3,Buy them if they are less than $60 to get your money's worth.,"Reviewed in the United States on January 1, 2020",Color: WhiteStyle: Arctis 5Verified Purchase,0,Not as good as my old logitech headphones. They work well just not as great as some of the competition. Get them when they are cheap.
Ashley,3,Broken headset,"Reviewed in the United States on July 9, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,The headset does not work.
michael lasanen,3,static won't stop,"Reviewed in the United States on July 6, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,"everything is ""good"" other than all the static that i will have to buy another. so unfortunate"
jack r.,3,it's not 7.1 surround,"Reviewed in the United States on January 6, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"these aren't 7.1 surround they're stereo, otherwise good sound quality"
Suresh Kolpuru,3,Ok for Xbox,"Reviewed in the United States on May 10, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,It has a pretty bad connection and is not that useful for xbox players
adam butler,3,Not what I expected,"Reviewed in the United States on February 3, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,They just don’t go up as loud as I’m used too and the mic echos for other players with Xbox controller.
Justin Matthess,3,Poor ports and low volume,"Reviewed in the United States on February 16, 2020",Color: WhiteStyle: Arctis 5Verified Purchase,0,They work but the volume is super low at Max and the wire connection wasn't done properly and constantly loses connection.
saeed,3,Defect on the left,"Reviewed in the United States on December 27, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,Comfortable but the sound is sharp .. I'm not lucky because the left side has loud vibrations when playing some songs
derik,3,cuts,"Reviewed in the United States on June 15, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,Awesome headset but cuts out sometimes for no reason
Joanne Byar,3,"I ordered another one, he loves it","Reviewed in the United States on December 30, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,I have to return it because it was for only PS4.
Paul,3,Good headset but it hurts my ears,"Reviewed in the United States on July 6, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,My ears hurt when using this product for a long time
Lucia Carlotti,3,Can’t hear what’s above you on under you and cable usb breaks super fast not worth the money,"Reviewed in the United States on June 25, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,Use this headset for fortnite and black ops and it’s TRASSHHHHH
michael lasanen,3,static won't stop,"Reviewed in the United States on July 6, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,"everything is ""good"" other than all the static that i will have to buy another. so unfortunate"
jack r.,3,it's not 7.1 surround,"Reviewed in the United States on January 6, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"these aren't 7.1 surround they're stereo, otherwise good sound quality"
Suresh Kolpuru,3,Ok for Xbox,"Reviewed in the United States on May 10, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,It has a pretty bad connection and is not that useful for xbox players
adam butler,3,Not what I expected,"Reviewed in the United States on February 3, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,They just don’t go up as loud as I’m used too and the mic echos for other players with Xbox controller.
Justin Matthess,3,Poor ports and low volume,"Reviewed in the United States on February 16, 2020",Color: WhiteStyle: Arctis 5Verified Purchase,0,They work but the volume is super low at Max and the wire connection wasn't done properly and constantly loses connection.
saeed,3,Defect on the left,"Reviewed in the United States on December 27, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,Comfortable but the sound is sharp .. I'm not lucky because the left side has loud vibrations when playing some songs
derik,3,cuts,"Reviewed in the United States on June 15, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,Awesome headset but cuts out sometimes for no reason
Joanne Byar,3,"I ordered another one, he loves it","Reviewed in the United States on December 30, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,I have to return it because it was for only PS4.
Paul,3,Good headset but it hurts my ears,"Reviewed in the United States on July 6, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,My ears hurt when using this product for a long time
Lucia Carlotti,3,Can’t hear what’s above you on under you and cable usb breaks super fast not worth the money,"Reviewed in the United States on June 25, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,Use this headset for fortnite and black ops and it’s TRASSHHHHH
Bryan,3,The sound adjustment is trash,"Reviewed in the United States on April 30, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,The sound adjuster makes it annoying to use
GamerX,3,Not bad.,"Reviewed in the United States on February 13, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,"What’s okay, price was too high for this quality"
M. Kirby,3,The best,"Reviewed in the United States on July 2, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,Great sound.
Ethan,3,"Sound quality isn't that good, but works for gaming","Reviewed in the United States on November 21, 2022",Color: BlackStyle: Nova 3Vine Customer Review of Free Product( What's this? ),1,"It's a standard quality set of headphones that are probably good for a gamer, but pretty overpriced in terms of the sound quality and set of features. The retracting microphone along with the flexibility in terms of connection (USB-C or 3.5mm) is nice, but doesn't justify the $100 price tag."
Mark White,3,Great for a year,"Reviewed in the United States on May 17, 2022",Color: BlackStyle: Arctis 5,0,"I've had these for a little over a year. They have been fantastic until recently. The microphone seemingly stopped working all of a sudden. Literally worked fine one night. The next day they didn't. I uninstalled all drivers, made sure all connections were tight, all the usual troubleshooting. No dice. They look brand new and have been taken care of. I reached out to Steelseries and was advised they would not do anything as I was a couple months past the warranty period. I would expect them to last well over a year if taken care of."
